sentence	label_name	Language	label_ID
"একটি ব্যক্তিগত শুনানির পর: 1923 সালের শিকাগো হত্যা মামলায় বিচারক রায় দিয়েছিলেন যে ""থম্পসন যে একজন পুরুষ ছিলেন তা স্বামী হিসাবে তার মর্যাদাকে প্রভাবিত করেনি, যা আইনের ব্যাখ্যার বিষয় ছিল।"" থম্পসনকে সাক্ষ্য দিতে দেওয়া হয়নি। , কারণ তখন একজন মহিলা তার স্বামীর পক্ষে সাক্ষ্য দিতে পারে।"""	Capacity and Resources	bn	2.0
সমকামী দম্পতি - যেমন বন্ধন দম্পতি, মিশ্র দম্পতি, সহবাসকারী দম্পতি এবং বহুবিবাহ - রাষ্ট্রের দৃষ্টিতে আইনী হতে পারে বা নাও হতে পারে, তবে তারা বিদ্যমান।	Capacity and Resources	bn	2.0
"ক্লিফস যেমন জিজ্ঞাসা করে, ""তাদের কি সমকামী হিসাবে বোঝা উচিত বা এখনও সমকামী এবং সমকামী ইতিহাস দ্বারা সংজ্ঞায়িত একটি ট্রান্স ইতিহাসের মধ্যে তৈরি করা উচিত?"	Capacity and Resources	bn	2.0
LGBTQ+ যারা ইতিমধ্যে বিবাহিত তারা বলে যে নিষেধাজ্ঞা এখনও তাদের বিয়ে করার অনুমতি দেয়৷	Crime and Punishment	bn	7.0
LGBTQ+ ব্যক্তিরা যারা 32টি রাজ্যে বিয়ে করতে চান যাদের বিবাহের সমান অধিকার নেই তাদের অবশ্যই রাজ্য লাইন জুড়ে বিয়ে করতে হবে এবং তাদের রাজ্য তাদের ইউনিয়নকে স্বীকৃতি দিতে হবে।	Crime and Punishment	bn	7.0
LGBTQ+ বিয়ে নিষিদ্ধ করে এমন রাজ্যে বিবাহিতদের জন্য বিলটির অর্থ কী?	Crime and Punishment	bn	7.0
সুপ্রিম কোর্ট যদি বিবাহের সমতা বাতিল করে, তাহলে কি জাতীয়ভাবে বিবাহের সমতা পুনরুদ্ধারের কোনো উপায় আছে?	Crime and Punishment	bn	7.0
"ক্ল্যারেন্স থমাস, সংখ্যাগরিষ্ঠ বিচারপতিদের মধ্যে একজন যারা রোকে উল্টে দিয়েছিলেন, একটি মতামত লিখেছিলেন যে যুক্তি দিয়ে আদালতের ওবার্গফেলকে ""পুনরায় দেখা"" উচিত, এটিকে আদালতের ভুল সিদ্ধান্তগুলির মধ্যে একটি বলে অভিহিত করা হয়েছে৷ রো পাস করার আগে খুব অল্প সময়ের জন্য জায়গায় থাকে।"	Crime and Punishment	bn	7.0
সমকামী দম্পতিরা বিবাহের সমতার জন্য যুদ্ধে জয়লাভ করেছে এবং ফেডারেল এবং রাষ্ট্রীয় আইন দ্বারা প্রদত্ত বৈবাহিক সুবিধার অনেকগুলি, যদি না হয়, উপভোগ করে৷	Economic	bn	1.0
কিছু রাজ্যে এবং কলম্বিয়া জেলায়, বিবাহিত দম্পতিরা তাদের বাড়ি এবং ব্যাঙ্ক অ্যাকাউন্টের মতো সম্পদের শিরোনাম পেতে পারে, ঋণদাতারা কীভাবে নির্দিষ্ট শিরোনামযুক্ত সম্পদ সংযুক্ত করতে পারে তা সীমিত করে।	Economic	bn	1.0
অবিবাহিত গার্হস্থ্য অংশীদারদের জন্য যারা একই কর্মচারী সুবিধা পান (যদি নিয়োগকর্তাও গার্হস্থ্য অংশীদারকে উপকৃত করেন), গার্হস্থ্য অংশীদারের সুবিধার মূল্য সাধারণত ফেডারেল আয়করের উপর কর্মচারীর করযোগ্য আয়ের সমান হয়।	Economic	bn	1.0
এখন যে সমকামী বিবাহ স্বীকৃত হয়েছে, সমকামী দম্পতিরা অসুস্থ স্বামী/স্ত্রীর বিষয়ে সিদ্ধান্ত নেওয়ার এবং তাদের স্ত্রীর সম্পদ নিয়ন্ত্রণ করার ক্ষেত্রে আইনগতভাবে তাদের আত্মীয়দের সাথে রয়েছে তা জেনে আরাম উপভোগ করতে পারে৷ অন্য আয়োজনের অভাবে মৃত্যু।	Economic	bn	1.0
সমকামী বিবাহের অর্থনৈতিক প্রভাব রাজ্য এবং স্থানীয় অর্থনীতির পাশাপাশি বিবাহ শিল্পের জন্য ইতিবাচক।	Economic	bn	1.0
জাতিসংঘ সহ আন্তর্জাতিক সংস্থাগুলি LGBTQ+ অধিকারগুলিকে সমর্থন করে প্রস্তাবগুলি পাস করেছে, তবে অধিকার গোষ্ঠীগুলি বলে যে তাদের প্রয়োগ করার ক্ষমতা সীমিত রয়েছে৷	External Regulation and Reputation	bn	14.0
"ডরফ বলেন, ""কোনও কূটনীতিক তাদের সঠিক মনের মতো এমন একটি দেশ সফর করা ভালো ভাববেন না যেটি সমকামী বিয়ের জন্য প্রস্তুত নয়।"""	External Regulation and Reputation	bn	14.0
সমকামী বিবাহের জন্য জনসমর্থন যখন বাড়ছে, তখন ব্যক্তি ও সংস্থার মধ্যে বিতর্ক যারা আইনি সমতাকে সমর্থন করে এবং যারা ধর্মের ভিত্তিতে বিবাহের সমতার বিরোধিতা করে তাদের মধ্যে বিতর্ক অব্যাহত রয়েছে।	External Regulation and Reputation	bn	14.0
বিংশ শতাব্দীর শেষভাগে, সমকামিতার প্রতি মনোভাবের উদারীকরণ এবং সমকামী আচরণ নিয়ন্ত্রণকারী আইন, বিশেষ করে পশ্চিম ইউরোপ এবং মার্কিন যুক্তরাষ্ট্রে, এই বিষয়ে একাডেমিক এবং জনসাধারণের আগ্রহ বৃদ্ধি পায়।	Cultural Identity	bn	11.0
2000-এর দশকের গোড়ার দিকে, অনেক দেশ এবং স্থানীয় বিচারব্যবস্থা সমকামী বিবাহকে বৈধ করে। অন্যান্য বিচারব্যবস্থায়, সাংবিধানিক ব্যবস্থা গ্রহণ করা হয়েছে যাতে সমকামী বিবাহের অনুমতি না দেওয়া যায়, অথবা অন্য কোথাও সম্পাদিত এই ধরনের বিবাহের স্বীকৃতি অস্বীকার করে আইন পাস করা হয়েছে।	Cultural Identity	bn	11.0
ভিন্ন ভিন্ন গোষ্ঠী একই আচরণকে ভিন্ন ভিন্ন উপায়ে বিশ্লেষণ করে তা একবিংশ শতাব্দীর গোড়ার দিকে সামাজিক সমস্যা হিসেবে এর গুরুত্ব প্রদর্শন করে। এটি আরও দেখায় যে দেশগুলির মধ্যে এবং মধ্যে সাংস্কৃতিক বৈচিত্র্য রয়েছে।	Cultural Identity	bn	11.0
ডকুমেন্টেশনের সবচেয়ে সাধারণ ফর্ম হল সাধারণ আইন বিবাহ। মরগান বিবাহ যেখানে শিরোনাম এবং সম্পত্তি সন্তানদের কাছে যায় না। বিনিময় বিবাহ, যেখানে এক পরিবারের এক ভাই আরেক ভাইকে বিয়ে করে। এবং বহুবিবাহ (স্বামী) বা গোষ্ঠী বিবাহের উপর ভিত্তি করে বিবাহ। বহুবিবাহে (স্ত্রী)।	Cultural Identity	bn	11.0
বিবাহ এবং যৌনতার ধর্মীয় ও ধর্মনিরপেক্ষ প্রত্যাশা\nসময়ের সাথে সাথে, বাচোফেন এবং মর্গানের লেখা ইতিহাস এবং ঐতিহ্যগত সংস্কৃতি, অন্যান্যদের মধ্যে, ধীরে ধীরে ঔপনিবেশিকতার দ্বারা আরোপিত একজাতকরণের শিকার হয়।	Cultural Identity	bn	11.0
জাতিসংঘ সহ আন্তর্জাতিক সংস্থাগুলি LGBTQ+ অধিকারগুলিকে সমর্থন করে প্রস্তাবগুলি পাস করেছে, তবে অধিকার গোষ্ঠীগুলি বলে যে তাদের প্রয়োগ করার ক্ষমতা সীমিত রয়েছে৷	Fairness and Equality	bn	4.0
এদিকে, রাশিয়ার আধা-স্বায়ত্তশাসিত প্রজাতন্ত্র চেচনিয়ায়, 2017 সাল থেকে দুটি পৃথক সরকারি অভিযানে সমকামী বলে সন্দেহ করা কয়েক ডজন পুরুষকে গ্রেপ্তার করা হয়েছে, নির্যাতন করা হয়েছে এবং হত্যা করা হয়েছে।	Fairness and Equality	bn	4.0
থাইল্যান্ড এবং ভিয়েতনামের আইনপ্রণেতারা এমন বিল বিবেচনা করছেন যা সমকামী বিয়ে বা সহবাসকে বৈধ করবে।	Fairness and Equality	bn	4.0
সমকামী বিবাহকে বৈধ করার জন্য সমর্থনও ক্যারিবিয়ান অঞ্চলে সবচেয়ে কম, জ্যামাইকায় 16 শতাংশ এবং ডোমিনিকান প্রজাতন্ত্রে 23 শতাংশ, ILGA অনুসারে৷	Fairness and Equality	bn	4.0
স্বামী/স্ত্রী, পিতামাতা এবং সন্তানদের আইনি সম্পর্কগুলিও সেই গোষ্ঠীগুলিতে ওভারল্যাপ করার প্রবণতা ছিল যেখানে সমলিঙ্গের বিবাহ অত্যন্ত সমস্যাযুক্ত ছিল।	Health and Safety	bn	9.0
বিবাহের জাগ্রত মডেলের বিপরীতে, বৈধ সমকামী বিবাহের প্রবক্তারা প্রায়শই বিশ্বাস করেন যে যৌন ঘনিষ্ঠতা অন্তর্ভুক্ত প্রতিশ্রুতিবদ্ধ অংশীদারিত্বগুলি মূল্যবান কারণ তারা মানুষকে অনন্য এবং অনন্য উপায়ে একত্রিত করে।	Health and Safety	bn	9.0
অন্যান্য কিছু দেশে ইসলামিক সংবিধান আছে যেগুলো প্রায়ই সমকামী দম্পতিদের বিয়ে নিষিদ্ধ বলে ব্যাখ্যা করা হয়।	Legality, Constitutionality, Jurisdiction	bn	5.0
মার্কিন যুক্তরাষ্ট্রে, 1987 সালে ওয়াশিংটনে দ্বিতীয় জাতীয় সমকামী অধিকারের মার্চের পর সমকামী অধিকার আন্দোলনের আনুষ্ঠানিক দাবিতে সমকামী বিবাহ হয়ে ওঠে।	Legality, Constitutionality, Jurisdiction	bn	5.0
অন্যান্য দেশে, গৃহীত সংবিধানে এমন ভাষা রয়েছে যে বিবাহ একজন পুরুষ এবং একজন মহিলার মধ্যে, যখন সমকামী বিবাহ নিষিদ্ধ করার কোন ভাষা নেই, বিশেষ করে পুরানো সংবিধানগুলিতে।	Legality, Constitutionality, Jurisdiction	bn	5.0
তারা আরও বলেছে যে সহবাসের মতো আলাদা আইন দিয়ে সমকামী বিবাহের পরিবর্তে এটি অগ্রহণযোগ্য এবং বৈষম্যমূলক।	Legality, Constitutionality, Jurisdiction	bn	5.0
তুলনামূলকভাবে আলাদা হওয়া সত্ত্বেও, কিছু সংস্থা সম্পূর্ণরূপে সমলিঙ্গের অংশীদারিত্বকে স্বীকৃতি দেয়।	Legality, Constitutionality, Jurisdiction	bn	5.0
যদিও বিশ্বের বেশিরভাগ দেশে সমকামী বিবাহ আইন, ধর্ম এবং ঐতিহ্য দ্বারা নিয়ন্ত্রিত হয়, তবে আইনী এবং সামাজিক প্রতিক্রিয়া একদিকে উদযাপন থেকে অন্যদিকে অপরাধীকরণ পর্যন্ত পরিবর্তিত হয়।	Morality	bn	3.0
20 শতকের শেষের দিকে এবং 21 শতকের প্রথম দিকে, বিশ্বের এক বা একাধিক ধর্মের মতামত (বৌদ্ধ, হিন্দু, ইহুদি, ইসলাম এবং খ্রিস্টান) এবং তাদের নিজ নিজ নাগরিক আইনের অনুশীলনগুলি প্রায়শই সমকামী বিবাহ সম্পর্কিত জাতীয় বিতর্কগুলিতে উদ্ধৃত করা হয়েছিল।	Morality	bn	3.0
এমনকি ইরানেও, যেখানে দৃঢ় মুসলিম ধর্মীয় বিশ্বাস সমকামিতাকে অপরাধী করে, এমনকি ডেনমার্কেও, যেখানে ইভানজেলিকাল লুথারান বিশপদের (রাষ্ট্রধর্মের প্রতিনিধিত্বকারী) সম্মেলনের ফলাফল জাতীয় স্বীকৃতির প্রথম স্তরের পথ তৈরি করে। নিবন্ধিত অংশীদারিত্বের মাধ্যমে সমকামী সম্পর্ক।	Morality	bn	3.0
অন্যান্য ক্ষেত্রে, প্রভাবশালী ধর্মের দ্বারা প্রচারিত সাংস্কৃতিক সমতা নীতিটিকে রাজনৈতিক ক্ষেত্রে বহন করেনি, যদিও এটি নাগরিকদের মধ্যে একটি সংবেদনশীল বিতর্কের জন্ম দিয়েছে: উদাহরণস্বরূপ, বেলজিয়াম এবং স্পেনে, সমকামিতার বৈধতা কি বিয়েতে আসে? ধর্মীয় সংগঠন, রোমান ক্যাথলিক চার্চ।	Morality	bn	3.0
কিন্তু সুপ্রিম কোর্টের রো ভি. ওয়েডের সিদ্ধান্ত নতুন উদ্বেগ উত্থাপন করেছে যে দেশের সর্বোচ্চ আদালত বিবাহের সমতা সম্পর্কিত অন্যান্য অধিকারগুলি পুনর্বিবেচনা করবে। .	Other	bn	15.0
"""আগামী কয়েক বছরের জন্য কোন পরিকল্পনা নেই"" শব্দগুলি দীর্ঘকালের ওয়াশিংটনের বাসিন্দাদের জন্য একটি আশ্চর্যজনক ব্যক্তিগত বিকাশের প্রতিনিধিত্ব করে, একজন সিনেটর হিসাবে বিডেনের দৃঢ়তা ফেডারেল সরকারকে সমকামী বিবাহকে স্বীকৃতি দেওয়া থেকে বাধা দেওয়ার পক্ষে ভোট দিয়েছে, যা তিনি পূর্বে শুধুমাত্র জোর দিয়েছিলেন। ভিতরে নারী-পুরুষের অবস্থা।"	Other	bn	15.0
এখনও হিংসা ও ঘৃণা আছে। ট্রান্স অধিকার, ট্রান্স অ্যাথলেট, লিঙ্গ-নিশ্চিত স্বাস্থ্যসেবা এবং ট্রান্স যুবকদের জন্য স্কুল সম্পর্কে LGBTQ থিম এবং চরিত্র সহ বই।	Policy Prescription and Evaluation	bn	6.0
সুবিধাবাদী ডানপন্থী রাজনীতিবিদরা প্রান্তিক সম্প্রদায়ের মধ্যে ভিত্তিহীন ভীতি সঞ্চার করে ক্ষমতা লাভ করে যারা এই বিষয়গুলিকে ভুল বোঝে এবং তারপর তাদের লক্ষ্য থেকে নিজেদের রক্ষা করে।	Policy Prescription and Evaluation	bn	6.0
"সাশা আইজেনবার্গ, এনগেজমেন্ট: আমেরিকাস কোয়ার্টার সেম-এর লেখক বলেছেন: ""একজন রাষ্ট্রপতি প্রার্থী এবং সিনেটের ভাইস প্রেসিডেন্ট হিসাবে, তিনি সর্বদা এলজিবিটি ইস্যুতে সতর্ক থাকতেন এবং তার বিরোধীরা তাকে বামপন্থী হিসাবে চিত্রিত করতে ব্যবহার করতে পারে এমন কোনও অবস্থান নিতে ভয় পেতেন।"" -সেক্স ম্যারেজ অন দ্য হান্ড্রেড ইয়ার ওয়ার, সিএনএন রিপোর্ট করেছে।"	Policy Prescription and Evaluation	bn	6.0
জুডিথ কারসন-উইন্ডসর, সমকামী অধিকার কর্মী এডি উইন্ডসরের স্ত্রী। কলোরাডো স্প্রিংসের একটি এলজিবিটিকিউ ক্লাব, ক্লাব কিউ-এর সহ-মালিক ম্যাথিউ হেইনস গত মাসে একটি গণ বন্দুকধারীর হাতে নিহত হন। 5? জেমস স্লোহ, যিনি শ্যুটিং ক্লাব কিউ এবং মাইকেল অ্যান্ডারসন থেকে বেঁচে গিয়েছিলেন; ল্যান্ডমার্ক নাগরিক অধিকার মামলার বেশ কয়েকজন বাদী ওবার্গফেল বনাম হজেস, যা 2015 সালে রায় দিয়েছিল যে সমকামী দম্পতিরা দেশব্যাপী বিয়ে করতে পারে।	Policy Prescription and Evaluation	bn	6.0
হাউস অফ রিপ্রেজেন্টেটিভস বৃহস্পতিবার সমকামী এবং আন্তঃজাতিগত বিবাহকে রক্ষা করে আইন পাস করেছে। বিলটি তার স্বাক্ষরের জন্য রাষ্ট্রপতি জো বিডেনের কাছে যাওয়ার এবং আইনে পরিণত হওয়ার আগে এটিই চূড়ান্ত পদক্ষেপ।	Policy Prescription and Evaluation	bn	6.0
রাষ্ট্রপতি জো বিডেন মঙ্গলবার সমকামী এবং মিশ্র-লিঙ্গের দম্পতিদের জন্য ঐতিহাসিক নতুন ফেডারেল সুরক্ষায় স্বাক্ষর করেছেন, এমন একটি ইস্যুতে ব্যক্তিগত এবং জাতীয় উন্নয়নগুলিকে ক্যাপিং করে যা গত দশকে আরও গৃহীত হয়েছে।	Political	bn	13.0
বিডেন সাউথ লনে হাজার হাজার অতিথির সামনে সাশ্রয়ী মূল্যের যত্ন আইনে স্বাক্ষর করেছিলেন, যা হোয়াইট হাউস বলেছিল যে এই মুহূর্তের তাত্পর্য প্রতিফলিত হয়েছে।	Political	bn	13.0
যদিও সমকামী বিবাহের বিষয়ে জনমত বছরের পর বছর ধরে ওঠানামা করেছে, এই জাতীয় বিল ওয়াশিংটনে পাস হওয়ার সম্ভাবনা কম বলে মনে হচ্ছে: একটি অলাভজনক সমীক্ষা অনুসারে, 2021 সালে 68 শতাংশ আমেরিকান সমকামী বিবাহকে সমর্থন করে, 2014 থেকে বেশি৷ সেখানে 14 ছিল৷ পাবলিক ধর্ম গত বছর শতাংশ বৃদ্ধি.	Political	bn	13.0
"""আগামী কয়েক বছরের জন্য কোন পরিকল্পনা নেই"" শব্দগুলি দীর্ঘকালের ওয়াশিংটনের বাসিন্দাদের জন্য একটি আশ্চর্যজনক ব্যক্তিগত বিকাশের প্রতিনিধিত্ব করে, একজন সিনেটর হিসাবে বিডেনের দৃঢ়তা ফেডারেল সরকারকে সমকামী বিবাহকে স্বীকৃতি দেওয়া থেকে বাধা দেওয়ার পক্ষে ভোট দিয়েছে, যা তিনি পূর্বে শুধুমাত্র জোর দিয়েছিলেন। ভিতরে নারী-পুরুষের অবস্থা।"	Political	bn	13.0
"""আপনি দেখেছেন, গতকাল হাউসে খুব ভাল দ্বিদলীয় সমর্থন ছিল এবং আমি আশা করি আপনি এটি সিনেটে দেখতে পাবেন,"" তিনি বলেছিলেন।"	Political	bn	13.0
প্রায় অর্ধেক (51%) যাদের উচ্চ বিদ্যালয়ের চেয়ে কম শিক্ষা রয়েছে তারা বলে সমকামী বিবাহ সমাজের জন্য খুব ভাল (26%) বা কিছুটা ভাল (25%), যখন 45% (20%) তিনি বলেছেন যে তিনি নন . খুব খারাপ (24%)।	Public Sentiment	bn	12.0
যদিও আমেরিকানদের বয়স এবং শিক্ষাগত পটভূমি নির্বিশেষে পক্ষপাতমূলক পার্থক্যগুলি সম্পূর্ণ, এই পার্থক্যগুলি বয়স্ক প্রাপ্তবয়স্কদের তুলনায় অল্প বয়স্কদের মধ্যে আরও বিনয়ী।	Public Sentiment	bn	12.0
কমবয়সী রিপাবলিকানরা বয়স্ক রিপাবলিকানদের তুলনায় সমলিঙ্গের বিয়ের বিষয়ে বেশি ইতিবাচক মতামত প্রকাশ করেছে, যখন ডেমোক্র্যাটদের মধ্যে বয়সের ব্যবধান কম ছিল।	Public Sentiment	bn	12.0
রিপাবলিকানদের তুলনায় ডেমোক্র্যাটদের জন্য শিক্ষার ব্যবধান কিছুটা বেশি।	Public Sentiment	bn	12.0
এমনকি প্রাক্তন রাষ্ট্রপতি বারাক ওবামার মতো উচ্চ-প্রোফাইল ডেমোক্র্যাটরাও সমকামী বিবাহের জন্য তাদের সমর্থন ভাগ করতে অনিচ্ছুক ছিলেন — ওবামা শেষ পর্যন্ত এটি করার প্রথম রাষ্ট্রপতি হয়েছিলেন।	Public Sentiment	bn	12.0
যদিও সমকামী বিবাহের জন্য সমর্থন গত 15 বছরে প্রজন্ম জুড়ে বেড়েছে, বয়সের ব্যবধান বিস্তৃত রয়ে গেছে।	Quality of Life	bn	10.0
উদাহরণস্বরূপ, নীরব প্রজন্মের প্রাপ্তবয়স্কদের 45 শতাংশ (1928 এবং 1945 সালের মধ্যে জন্মগ্রহণ করেছেন) সমকামী বিবাহের অনুমতি দেয়, যেখানে সহস্রাব্দের 74 শতাংশ (1981 এবং 1996 সালের মধ্যে জন্ম) সমকামী বিবাহের অনুমতি দেয়।	Quality of Life	bn	10.0
একটি 2017 গ্যালাপ জরিপে দেখা গেছে যে 10 জনের মধ্যে একজন এলজিবিটি আমেরিকান (10.2%) উচ্চ আদালতের সিদ্ধান্তের কয়েক মাস আগে (7.9%) সমকামী সঙ্গীকে বিয়ে করেছে।	Quality of Life	bn	10.0
অক্টোবরে মধ্যবর্তী নির্বাচনের আগে পরিচালিত একটি নতুন জরিপে দেখা গেছে যে সুপ্রিম কোর্ট জুনের রো বনাম। ওয়েড তার সিদ্ধান্ত বাতিল করার পর, এটি সারা দেশে সমকামী বিবাহ বৈধ কিনা তা নিয়ে কিছু প্রশ্ন উত্থাপন করেছে। রাজ্যগুলিতে গর্ভপাত আইন ফিরে আসছে।	Quality of Life	bn	10.0
পিউ রিসার্চ সেন্টার সমকামী বিবাহের আইনী অবস্থা সম্পর্কে জনগণের মতামত জানার জন্য প্রশ্ন করেছিল।	Quality of Life	bn	10.0
এর জন্য রাজ্যগুলিকে সমকামী এবং বহু-জাতিগত অংশীদারিত্ব সহ রাজ্যের বাইরের বিবাহের লাইসেন্সগুলির বৈধতা বজায় রাখতে হবে৷	Security and Defense	bn	8.0
"""সুখের সাধনা হল আপনি যাকে চান তাকে ভালবাসতে সক্ষম হওয়া,"" তিনি বলেছিলেন।"	Security and Defense	bn	8.0
এটি স্পষ্ট করে যে ধর্মীয় প্রতিষ্ঠানগুলি সমকামী বিবাহ বলবৎ করে না এবং সরকার তাদের বহুবিবাহ রক্ষা করতে বাধ্য করতে পারে না।	Security and Defense	bn	8.0
হাউস অফ রিপ্রেজেন্টেটিভস মঙ্গলবার দেশব্যাপী সমকামী বিবাহকে বৈধতা দিতে এবং বিবাহের সমতার জন্য অন্যান্য সুরক্ষা জোরদার করার জন্য আইন পাস করেছে, সাম্প্রতিক সুপ্রিম কোর্টের রায়ের প্রত্যক্ষ প্রতিক্রিয়া যা দীর্ঘদিন ধরে রাষ্ট্রের গর্ভপাতের অধিকার কেড়ে নিয়েছে।	Security and Defense	bn	8.0
একদিকে, বিবাহের উদ্দেশ্য হল প্রজনন এবং সন্তান লালন-পালন সুষ্ঠুভাবে এগিয়ে চলা নিশ্চিত করা।	Quality of Life	bn	10.0
